Name,Type,Attunement,Price,Source,Damage,Description
Wand of Shadow,Wand,"Yes-Sorcerer, Warlock, Wizard","4,000 GP",GSB,Necrotic,Wand of Shadow is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Stars,Wand,Yes-Spellcaster,"4,000 GP",GSB,-,Wand of Stars is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Termites,Wand,Yes-Spellcaster,"4,000 GP",GSB,-,Wand of Termites is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of the Dragon Queen,Wand,Yes,"4,000 GP",GSB,-,Wand of the Dragon Queen is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of the Frostrose,Wand,Yes-Spellcaster,"4,000 GP",GSB,Cold,Wand of the Frostrose is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of the War Mage (Rare),Wand,Attunement,Varies,DMG,-,"While holding this wand, a spellcaster gains a bonus to spell attack rolls determined by the wand's rarity and ignores half cover when making spell attacks."
Wand of Weight,Wand,No,"4,000 GP",GSB,-,Wand of Weight is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Whispers,Wand,Yes-Spellcaster,"4,000 GP",GSB,-,Wand of Whispers is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Wand of Wonder,Wand,Attunement,"4,000 GP",DMG,-,This unpredictable wand produces a random magical effect each time it is activated.
Wandblade,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Wandblade is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Wanderdust,Wondrous Item,No,"4,000 GP",GSB,-,Wanderdust is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
War Pick of Backstabbing,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"War Pick of Backstabbing is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Wardancer's Spear,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Wardancer's Spear is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Warden's Armor,Armor,No,"B+4,000 GP",GSB,-,"Warden's Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Warding Armor (Rare),Armor,No,"B+4,000 GP",GSB,-,"Warding Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Warding Shield,Armor,No,"B+4,000 GP",GSB,-,"Warding Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Warding Weapon,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Warding Weapon is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Warhammer of Eruptions,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Warhammer of Eruptions is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Warhorn of the Bronze Dragon,Wondrous Item,No,"4,000 GP",GSB,-,Warhorn of the Bronze Dragon is a rare magical instrument that creates a significant supernatural effect when played or activated.
Warmind Wand,Wand,"Yes-Orc, Half-Orc","4,000 GP",GSB,Psychic,Warmind Wand is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Warp Anchor,Wondrous Item,No,"4,000 GP",GSB,-,"Warp Anchor is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wavebenders Leiomano,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Wavebenders Leiomano is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Wavecutter,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Wavecutter is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Wayfinder Sphere,Wondrous Item,No,"4,000 GP",GSB,-,"Wayfinder Sphere is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Weapon (Rare),Weapon,-,Varies,DMG,Weapon's normal damage,This entry represents a magic weapon whose exact base weapon determines its normal damage and properties; its enhancement bonus or other magical effect depends on the specific version.
Weapon of Mooring,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Weapon of Mooring is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Webgrip Bow,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Webgrip Bow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Weirdwater Poison,Potion,No,"2,000 GP",GSB,-,"Weirdwater Poison is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Whirling Weapons,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Whirling Weapons is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Widow's Tea,Wondrous Item,No,"4,000 GP",GSB,-,"Widow's Tea is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wild Dice,Wondrous Item,No,"4,000 GP",GSB,Cold,"Wild Dice is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wildfire Ammunition,Weapon,No,"B+4,000 GP",GSB,Fire,"Wildfire Ammunition is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Wind Riders,Wondrous Item,No,"4,000 GP",GSB,-,"Wind Riders is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wind-Up Merchant,Wondrous Item,No,"4,000 GP",GSB,-,"Wind-Up Merchant is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Windskiff,Wondrous Item,-,"4,000 GP",FRHoF,-,"Windskiff is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Windswept Wyvernplate,Armor,Yes,"B+4,000 GP",GSB,-,"Windswept Wyvernplate is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Wings of Flying,Wondrous Item,Attunement,"4,000 GP",DMG,-,"Speaking the command word transforms this cloak into wings and grants a flying speed for up to 1 hour. When the effect ends, the wings disappear and the item cannot be used again until its recharge period passes."
Winterland Footwraps,Wondrous Item,Yes-Monk,"4,000 GP",GSB,Cold,"Winterland Footwraps is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wisplight Lantern,Wondrous Item,No,"4,000 GP",GSB,-,"Wisplight Lantern is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wond of Fireballs,Wand,Yes-Spellcaster,"4,000 GP",GSB,Fire,Wond of Fireballs is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Woodstalkers Hood,Wondrous Item,Yes,"4,000 GP",GSB,-,"Woodstalkers Hood is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wraps of Unarmed Power (Rare),Wondrous Item,-,Varies,DMG,Unarmed strike damage,These enchanted hand wraps make unarmed strikes magical and grant a bonus to attack and damage rolls with unarmed strikes based on the wraps' rarity.
Wyrmling Wristlet,Wondrous Item,Yes,"4,000 GP",GSB,-,"Wyrmling Wristlet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Wyrmshide Bow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Wyrmshide Bow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Wyvernblade,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Wyvernblade is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Wyvernwing,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Wyvernwing is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Xorn-Sole Boots,Wondrous Item,Yes,"4,000 GP",GSB,-,Xorn-Sole Boots is rare magical footwear that significantly improves movement or grants a supernatural travel ability.
Yagga Stones,Wondrous Item,Yes,"4,000 GP",GSB,-,"Yagga Stones is a rare magical stone or focus that stores, reveals, enhances, or releases a powerful supernatural effect."
Zafu of the Wandering Mind,Wondrous Item,Yes-Monk,"4,000 GP",GSB,Psychic,Zafu of the Wandering Mind is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
